,,DHAK_HAK,DHAK_HAJ,DHAK_HAH,DHAK_HAG,DHAK_HAE,DHAK_HAD,DHAK_HAB,DHAK_HAL,DHAK_HAM,DHAK_HAN,DHAK_HAO,DHAK_HAP,DHAK_HAT,DHAK_HA,DHAK_HAA,DHAK_HD,DHAK_HC,DHAK_HN,DHAK_HO,DHAK_HL,DHAK_HM,DHAK_HK,DHAK_HG,DHAK_HE,DHAK_HF,DHAK_HCU,DHAK_HCV,DHAK_HCQ,DHAK_HCR,DHAK_HCT,DHAK_HCM,DHAK_HCO,DHAK_HCP,DHAK_HB,DHAK_HU,DHAK_HT,DHAK_HQ,DHAK_HP,DHAK_HR,DHAK_HDE,DHAK_HDA,DHAK_HDD,DHAK_HDC,DHAK_HCW,DHAK_HCZ,DHAK_HCD,DHAK_HCB,DHAK_HCJ,DHAK_HCI,DHAK_HCK,DHAK_HBH,DHAK_HAZ,DHAK_HBE,DHAK_HBK,DHAK_HBI,DHAK_HBJ,DHAK_HBV
k33,PWY-7219: adenosine ribonucleotides de novo biosynthesis,0.020117218,0.008895624,0.028082864,0.01941662,0.023190465,0.025346911,0.020447461,0.013275964,0.010033422,0.018971865,0.023653737,0.029685453,0.008654922,0.024810392,0.015887892,0.046128954,0.027274522,0.020383382,0.031873163,0.010626154,0.012938745,0.011304159,0.012350754,0.019293675,0.042458315,0.018336674,0.025518751,0.007946616,0.011173505,0.035451626,0.015959901,0.022817376,0.008120306,0.032425083,0.01798183,0.013635265,0.047385608,0.015271061,0.024888456,0.011828859,0.009759108,0.005587637,0.016842593,0.011523591,0.007928137,0.008126058,0.008170638,0.011970983,0.010697102,0.018728389,0.010354973,0.00398848,0.013820732,0.006780425,0.008861442,0.004842063,0.008174102
k34,PWY-7219: adenosine ribonucleotides de novo biosynthesis|unclassified,0.030777347,0.005560595,0.011845014,0.023220774,0.025252029,0.043075215,0.054023345,0.026473556,0.012969659,0.01783641,0.042081348,0.025332007,0.01131692,0.029689826,0.020035555,0.007164415,0.026020828,0.008136815,0.028063331,0.014564371,0.012199459,0.018723402,0.01418469,0.010264918,0.058480643,0.003366912,0.018617523,0.005485096,0.023767742,0.005191736,0.009848262,0.01586895,0.013344859,0.051281574,0.02800722,0.008910751,0.030414221,0.024802343,0.0043114,0.006036424,0.016960845,0.000906474,0.020649292,0.012990554,0.008103972,0.002916139,0.006447428,0.026320504,0.011390502,0.025763134,0.003518935,0.000842699,0.013321496,0.009155375,0.005839683,0.001911809,0.006413673
k35,PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_copri,0.021114758,2.53E-10,0.058478818,0.030540512,0.016645837,0.018537501,0.004542762,0.005011283,0.003987946,2.53E-10,0.013174005,0.054972325,0.011498076,0.029238027,0.01687669,0.100304186,0.029680316,0.039290592,0.05811923,0.002647108,8.16E-05,2.53E-10,0.009711032,0.030006927,0.059176915,0.012320599,0.036910542,2.53E-10,0.006102691,2.53E-10,0.032921666,0.035398531,0.000463028,0.030066678,0.020111156,0.019630053,0.096090843,0.012546976,0.049660566,2.53E-10,0.00127154,2.53E-10,0.00722837,0.005720579,0.000415198,2.53E-10,0.008444407,0.006354381,2.53E-10,0.001699896,2.53E-10,0.001779428,2.53E-10,0.001226435,2.53E-10,2.53E-10,2.53E-10
k36,PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_rectale,0.052927519,0.001270039,0.093160159,0.006529493,3.51E-09,0.052698957,0.004640732,0.042221431,0.001154357,0.005789334,0.05346811,0.010027104,0.016062224,0.034828686,0.00479562,0.033361198,0.13363149,3.51E-09,0.011033502,0.006210039,3.51E-09,0.003663722,0.008877751,3.51E-09,0.004331624,3.51E-09,3.51E-09,0.00269027,0.01516602,3.51E-09,0.001169651,3.51E-09,3.51E-09,0.034688159,3.51E-09,0.050610705,0.023811208,0.010370064,0.003017311,0.040881935,0.014614186,0.006509771,0.000483178,0.099556782,0.023439985,0.012390614,0.00639364,0.011800114,0.025535936,3.51E-09,3.51E-09,0.003446115,3.51E-09,0.024189513,3.51E-09,0.0085517,3.51E-09
k37,PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Butyrivibrio.s__Butyrivibrio_crossotus,0.319481171,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,0.171569405,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,0.459628158,3.71E-08,3.71E-08,3.71E-08,3.71E-08,0.02134521,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,0.008706136,3.71E-08,3.71E-08,3.71E-08,0.019268026,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08,3.71E-08
k38,PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Faecalibacterium.s__Faecalibacterium_prausnitzii,0.019941397,0.025499491,0.030726292,0.003991208,0.013741039,0.0197727,0.005652418,0.004948642,0.013248236,0.016757547,0.006145994,0.01530215,0.000899564,0.001544186,0.001735424,0.013162002,0.056197035,0.000880736,0.004309784,0.004208749,2.40E-09,0.003598245,0.005407432,0.004050217,0.002520813,0.019981156,0.066750078,0.008318652,0.00733075,2.40E-09,0.01261769,0.051886352,0.008657535,0.059075203,0.003966875,0.007860329,0.00569934,0.002464389,0.004011501,0.030937847,0.012065628,0.026760051,0.110274623,0.016200609,0.008288722,0.016947214,0.001338334,0.00539863,0.011673135,0.029341089,0.031187128,0.003411436,0.002672037,0.019034925,0.043893915,0.006197139,0.091516382
k39,PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Prevotella.s__Prevotella_stercorea,0.015265006,3.52E-09,3.52E-09,3.52E-09,3.52E-09,0.045895334,0.011843799,0.009459163,0.010820874,3.52E-09,0.045530638,3.52E-09,3.52E-09,0.108473132,3.52E-09,0.241408022,3.52E-09,0.06253417,0.027764742,0.019299901,3.52E-09,0.029393218,3.52E-09,0.000925986,0.106960607,0.101818633,3.52E-09,3.52E-09,3.52E-09,3.52E-09,3.52E-09,3.52E-09,3.52E-09,3.52E-09,3.52E-09,3.52E-09,3.52E-09,0.041958371,0.041112902,3.52E-09,3.52E-09,3.52E-09,3.52E-09,0.043817208,3.52E-09,3.52E-09,3.52E-09,0.000857292,3.52E-09,0.032855528,3.52E-09,3.52E-09,3.52E-09,0.002005347,3.52E-09,3.52E-09,3.52E-09
k40,PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bifidobacterium.s__Bifidobacterium_adolescentis,0.023433302,1.14E-08,0.010557433,1.14E-08,1.14E-08,0.018025128,1.14E-08,0.024432538,0.050222456,0.103782151,0.003173636,0.002501814,1.14E-08,1.14E-08,0.023402436,0.00679781,1.14E-08,0.004143463,1.14E-08,0.015631245,1.14E-08,1.14E-08,1.14E-08,1.14E-08,0.002806357,0.003827347,0.01191479,0.099097828,1.14E-08,0.178700069,0.014721238,0.011901942,1.14E-08,0.005940811,0.00470036,0.021058098,0.008777716,1.14E-08,1.14E-08,0.006384493,0.002983424,0.002170641,1.14E-08,1.14E-08,1.14E-08,1.14E-08,1.14E-08,0.001708804,0.032174479,0.006097468,0.014319516,0.028322552,0.170816483,1.14E-08,0.066609853,1.14E-08,0.018862058
k41,PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Mitsuokella.s__Mitsuokella_multacida,0.016089226,0.037854017,1.06E-08,1.06E-08,1.06E-08,0.016984573,1.06E-08,0.034456641,1.06E-08,1.06E-08,1.06E-08,1.06E-08,0.008358299,0.125152849,0.003384325,1.06E-08,0.053229344,0.020748911,0.009143897,0.065252168,1.06E-08,1.06E-08,1.06E-08,0.086291935,1.06E-08,0.019285643,0.083837237,1.06E-08,0.036536729,1.06E-08,1.06E-08,0.056573074,0.003571895,0.003468756,0.004898294,1.06E-08,1.06E-08,0.043861584,1.06E-08,1.06E-08,1.06E-08,1.06E-08,1.06E-08,1.06E-08,1.06E-08,1.06E-08,1.06E-08,0.034975153,0.060654202,0.175390889,1.06E-08,1.06E-08,1.06E-08,1.06E-08,1.06E-08,1.06E-08,1.06E-08
k42,PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Roseburia.s__Roseburia_inulinivorans,0.022983556,0.128933634,1.80E-08,1.80E-08,0.006037476,0.015563063,0.005074788,0.030863269,1.80E-08,0.062174543,0.003192725,1.80E-08,0.005078706,1.80E-08,1.80E-08,0.026428715,0.063102257,1.80E-08,1.80E-08,0.042827081,1.80E-08,1.80E-08,1.80E-08,0.015235829,0.015262931,1.80E-08,0.003074361,0.006043011,0.04103973,1.80E-08,0.011133183,0.00317655,0.016300167,0.019692165,0.018458855,0.01320104,0.004020515,1.80E-08,0.020789355,0.041722486,0.005123528,0.00285327,1.80E-08,0.017684478,0.019150777,0.026959787,0.006457912,0.034664776,1.80E-08,0.001794575,0.155088384,0.001694939,1.80E-08,0.018480601,0.004834934,0.063801727,1.80E-08
k43,PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_eligens,0.018576784,0.032488481,0.004352582,0.010446044,1.74E-08,1.74E-08,0.05903658,0.007727105,0.022849671,0.004534807,0.108020675,0.013152328,0.0069403,1.74E-08,0.055190476,0.009844671,0.007846752,0.011266073,0.179962165,0.010311929,0.026710348,0.02492969,0.074562815,0.00372182,1.74E-08,1.74E-08,1.74E-08,1.74E-08,0.005040205,0.006922346,1.74E-08,1.74E-08,1.74E-08,0.020244453,1.74E-08,0.057552425,0.029684129,0.025778725,0.015211778,0.068698851,1.74E-08,1.74E-08,0.035154394,1.74E-08,0.010657065,0.010980726,0.012596101,1.74E-08,1.74E-08,1.74E-08,1.74E-08,1.74E-08,1.74E-08,1.74E-08,1.74E-08,1.74E-08,0.009006304
k44,PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Methanobrevibacter.s__Methanobrevibacter_smithii,0.101839486,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,0.037078191,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,0.237262285,1.53E-07,0.110006767,0.07702586,0.236833396,1.53E-07,0.175265622,0.024680882,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07,1.53E-07
k45,PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Coprococcus.s__Coprococcus_comes,0.080363734,0.014482041,1.26E-07,1.26E-07,1.26E-07,0.215221108,1.26E-07,0.027050396,1.26E-07,0.028187693,0.047871066,1.26E-07,0.022367664,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,0.025190029,0.020428828,1.26E-07,1.26E-07,1.26E-07,0.050006074,1.26E-07,1.26E-07,0.038175628,1.26E-07,1.26E-07,1.26E-07,0.027860236,1.26E-07,1.26E-07,0.23249307,1.26E-07,0.015911081,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,0.069464352,1.26E-07,0.013849511,1.26E-07,1.26E-07,0.071072461,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07,1.26E-07
k46,PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Coprococcus.s__Coprococcus_eutactus,0.285492859,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,0.19613418,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,0.067992559,5.20E-07,5.20E-07,0.450352853,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07,5.20E-07
k47,PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Dorea.s__Dorea_longicatena,0.023717609,0.006950544,4.80E-08,4.80E-08,4.80E-08,0.044134119,0.009199976,0.042637154,4.80E-08,0.561866508,4.80E-08,4.80E-08,0.01625227,4.80E-08,4.80E-08,4.80E-08,4.80E-08,0.033515602,0.021632609,0.011590128,0.032754113,0.006022705,4.80E-08,4.80E-08,4.80E-08,4.80E-08,4.80E-08,4.80E-08,4.80E-08,4.80E-08,4.80E-08,4.80E-08,4.80E-08,4.80E-08,0.039312346,0.007176889,0.018862143,0.021212364,4.80E-08,0.00334103,4.80E-08,4.80E-08,0.011834519,0.015672778,0.030709333,4.80E-08,4.80E-08,0.024206774,4.80E-08,4.80E-08,0.012661473,0.004735382,4.80E-08,4.80E-08,4.80E-08,4.80E-08,4.80E-08
k48,PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Bacteroides.s__Bacteroides_ovatus,0.009594709,0.057456562,0.004494471,0.010802807,0.121412749,0.003491327,1.95E-08,1.95E-08,0.010630528,1.95E-08,0.057380592,0.018344615,1.95E-08,1.95E-08,0.008987068,1.95E-08,0.020373194,1.95E-08,1.95E-08,0.029133095,1.95E-08,0.003344463,0.023589024,1.95E-08,0.005014703,1.95E-08,1.95E-08,0.060155282,0.00300053,0.033028709,0.005276342,1.95E-08,0.011389405,0.01215285,0.008513292,0.006572902,0.009249136,1.95E-08,0.009756017,0.054369209,1.95E-08,1.95E-08,1.95E-08,0.002911092,0.017544982,0.059850935,1.95E-08,0.005692146,0.013510116,0.025185793,0.146343345,1.95E-08,1.95E-08,0.002746582,0.076496889,0.000738421,0.051465729
k49,PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Enterobacter.s__Enterobacter_cloacae,0.012108395,2.76E-08,2.76E-08,2.76E-08,0.005104997,0.017209026,0.008768369,0.04939975,0.024163507,2.76E-08,0.037041521,0.020919988,0.01111553,2.76E-08,0.123276901,2.76E-08,2.76E-08,0.021900141,0.011671408,2.76E-08,0.027114192,2.76E-08,0.077077337,2.76E-08,0.00619857,0.011099666,2.76E-08,0.02887253,2.76E-08,0.004461622,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,2.76E-08,0.051428262,0.008726804,0.002909395,2.76E-08,2.76E-08,2.76E-08,0.062186674,2.76E-08,2.76E-08,0.002898396,2.76E-08,0.01874141,0.017082562,0.132484026,0.034912965,0.023290197,0.136899495,0.010935617
k50,PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae,0.006988866,1.85E-08,0.003782118,1.85E-08,1.85E-08,0.009137591,1.85E-08,0.005526537,0.004230656,1.85E-08,0.011389959,0.032026652,0.001553455,1.85E-08,0.076521558,1.85E-08,1.85E-08,0.011128582,0.005844,1.85E-08,0.152335268,0.004204404,0.074884067,1.85E-08,1.85E-08,0.078007149,1.85E-08,0.004384994,1.85E-08,0.062737633,1.85E-08,1.85E-08,1.85E-08,1.85E-08,1.85E-08,0.004047408,1.85E-08,1.85E-08,0.017993978,0.02615149,0.003780124,0.012512081,1.85E-08,0.00259874,1.85E-08,0.118622497,1.85E-08,1.85E-08,0.004899107,1.85E-08,0.018584781,0.01949408,0.088383464,0.002456551,0.003847434,0.131944296,1.85E-08
k51,PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Catenibacterium.s__Catenibacterium_mitsuokai,0.018560449,5.16E-08,5.16E-08,0.010605794,5.16E-08,5.16E-08,5.16E-08,0.034048522,0.031545679,5.16E-08,0.028059812,5.16E-08,5.16E-08,5.16E-08,5.16E-08,0.667947004,5.16E-08,5.16E-08,5.16E-08,0.024857213,5.16E-08,0.047612475,5.16E-08,5.16E-08,0.022191926,5.16E-08,5.16E-08,5.16E-08,5.16E-08,5.16E-08,5.16E-08,5.16E-08,0.013858788,5.16E-08,0.020591556,5.16E-08,5.16E-08,0.009351274,0.020259131,5.16E-08,0.009969756,5.16E-08,5.16E-08,5.16E-08,5.16E-08,5.16E-08,5.16E-08,5.16E-08,0.035076262,5.16E-08,5.16E-08,5.16E-08,5.16E-08,5.16E-08,5.16E-08,5.16E-08,0.005462242
k52,PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Parabacteroides.s__Parabacteroides_merdae,0.014750468,0.062493597,0.007398515,0.026324575,4.99E-08,4.99E-08,0.005279213,4.99E-08,4.99E-08,0.268898156,0.045554732,0.007331016,0.006557514,0.009353406,0.021227023,0.011286561,4.99E-08,4.99E-08,4.99E-08,0.057437522,4.99E-08,0.04707661,0.03869033,0.050483486,0.042753954,4.99E-08,4.99E-08,4.99E-08,4.99E-08,4.99E-08,4.99E-08,4.99E-08,0.013672671,0.026495368,0.026638343,4.99E-08,0.029915006,4.99E-08,0.06788368,4.99E-08,4.99E-08,4.99E-08,4.99E-08,4.99E-08,0.030410234,4.99E-08,4.99E-08,4.99E-08,0.041870579,4.99E-08,4.99E-08,4.99E-08,4.99E-08,0.005340032,4.99E-08,0.034875865,4.99E-08
k53,PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Ruminococcus.s__Ruminococcus_bromii,0.002584375,0.02691778,1.28E-08,0.005050254,0.017434864,0.020882297,0.019143705,0.001635303,0.09422713,1.28E-08,1.28E-08,1.28E-08,1.28E-08,1.28E-08,0.005686754,1.28E-08,1.28E-08,1.28E-08,1.28E-08,0.0011173,1.28E-08,1.28E-08,1.28E-08,1.28E-08,1.28E-08,1.28E-08,0.008620573,1.28E-08,1.28E-08,0.002665364,1.28E-08,0.010486848,1.28E-08,0.042112149,1.28E-08,0.009310248,1.28E-08,1.28E-08,1.28E-08,0.044226645,0.004501912,0.016703368,0.014496631,0.054018536,0.243786724,1.28E-08,0.002100921,1.28E-08,0.024455933,0.001367792,1.28E-08,1.28E-08,1.28E-08,0.168142224,0.007889178,0.116570608,0.033864214
k54,PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Escherichia.s__Escherichia_coli,0.002073575,1.17E-08,0.007338158,0.006668548,1.17E-08,0.005673298,1.17E-08,0.012853924,0.02845017,0.007437366,0.005977061,0.007020293,0.02613781,0.002575753,0.019060734,0.04374424,0.004650613,0.013935518,0.034585627,0.003575907,0.126996728,0.00342524,0.003374644,1.17E-08,0.012893757,0.084430371,0.004992667,1.17E-08,0.019029447,1.17E-08,0.026700251,1.17E-08,0.017217048,1.17E-08,0.002229986,1.17E-08,0.024847435,0.003203523,0.004844031,0.033918982,1.17E-08,0.054348448,1.17E-08,0.017626556,1.17E-08,0.025343613,1.17E-08,0.018264879,0.01364121,1.17E-08,0.024490998,0.151671081,0.028707353,0.014184785,0.002437671,0.049420526,1.17E-08
k55,PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Collinsella.s__Collinsella_aerofaciens,0.00225987,0.015613568,0.012076736,0.008294509,1.85E-08,1.85E-08,1.85E-08,0.013677691,0.067188727,0.001825971,0.099415975,0.007380896,1.85E-08,0.01930516,1.85E-08,0.015950372,1.85E-08,1.85E-08,1.85E-08,0.005105114,1.85E-08,1.85E-08,1.85E-08,0.016573956,0.040271969,0.022889653,0.00383262,1.85E-08,1.85E-08,0.011602892,0.005788912,1.85E-08,0.014240028,0.013583328,0.008907683,1.85E-08,1.85E-08,1.85E-08,1.85E-08,0.065919371,1.85E-08,1.85E-08,0.26251722,0.017907698,0.004759118,0.009911155,1.85E-08,1.85E-08,0.047868615,0.10183655,1.85E-08,1.85E-08,1.85E-08,0.034046648,0.049447493,1.85E-08,1.85E-08
k56,PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Eubacterium.s__Eubacterium_hallii,0.999541615,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06,8.19E-06
k57,PWY-7219: adenosine ribonucleotides de novo biosynthesis|g__Phascolarctobacterium.s__Phascolarctobacterium_succinatutens,0.007249206,5.96E-08,5.96E-08,0.292094572,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,0.102465144,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,0.35575816,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,0.193900484,5.96E-08,0.048529394,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08,5.96E-08
k58,PWY-6700: queuosine biosynthesis,0.022004648,0.009776632,0.026920137,0.019429049,0.025287954,0.025630856,0.020231344,0.012836034,0.010614131,0.017241424,0.025622766,0.03123548,0.008563958,0.025921765,0.018233318,0.049387189,0.027257838,0.02199684,0.031704444,0.011716319,0.011528932,0.012104878,0.012622188,0.021982367,0.044357532,0.02307428,0.033765933,0.007687748,0.008232541,0.027667615,0.01776153,0.028631752,0.00425129,0.033101757,0.021842135,0.012954675,0.054294027,0.014937557,0.025757436,0.008430045,0.007663026,0.005202349,0.01464077,0.00756547,0.004119548,0.00761022,0.008458874,0.008410818,0.009417328,0.016669376,0.008602158,0.003466082,0.009011028,0.004910644,0.008322206,0.003635253,0.005696512
k59,PWY-6700: queuosine biosynthesis|unclassified,0.033218349,0.005219662,0.011974905,0.023438224,0.032276845,0.049681026,0.049400071,0.026827628,0.015430107,0.013075616,0.044853281,0.032385478,0.014110525,0.04016713,0.021725054,0.003845108,0.035915573,0.008620505,0.036348438,0.0118442,0.008606055,0.019331033,0.018729438,0.005518133,0.071821038,0.004733005,0.02424623,0.001640281,0.012251899,0.009628085,0.006221221,0.02014669,0.000707345,0.066393598,0.035553131,0.005912119,0.033738369,0.029321499,0.0032845,0.003567084,0.005915757,0.000213611,0.020475746,0.007475838,0.001379877,0.000789176,0.002925645,0.012433219,0.012498272,0.014478103,0.001045981,0.000799785,0.010124534,0.006687632,0.004192699,0.000462051,0.006393593
k60,PWY-6700: queuosine biosynthesis|g__Prevotella.s__Prevotella_copri,0.020312131,3.75E-10,0.059489971,0.026395569,0.007777601,0.009049204,0.001457736,0.003478619,0.0041941,3.75E-10,0.012152341,0.049407942,0.007680931,0.024793954,0.016035476,0.115884298,0.027185131,0.045293239,0.050993671,0.003833309,7.51E-05,3.75E-10,0.004331312,0.034190478,0.048816689,0.016359435,0.057237825,3.75E-10,0.005601401,3.75E-10,0.041834746,0.050999764,0.000498503,0.016868321,0.017043412,0.020868283,0.107596636,0.007196976,0.052527866,3.75E-10,0.001073509,3.75E-10,0.004498501,0.005083648,0.001025417,3.75E-10,0.009095137,0.006209231,3.75E-10,0.002608807,3.75E-10,0.001996305,3.75E-10,0.000947423,3.75E-10,3.75E-10,3.75E-10
k61,PWY-6700: queuosine biosynthesis|g__Prevotella.s__Prevotella_stercorea,0.032609685,6.25E-09,6.25E-09,6.25E-09,6.25E-09,0.071137727,0.008840168,0.009568898,0.015309456,6.25E-09,0.05155894,6.25E-09,6.25E-09,0.061382076,6.25E-09,0.346492556,6.25E-09,0.055508534,0.009786912,0.010277508,6.25E-09,6.25E-09,6.25E-09,6.25E-09,0.065376049,0.063103829,6.25E-09,6.25E-09,6.25E-09,6.25E-09,6.25E-09,6.25E-09,6.25E-09,6.25E-09,6.25E-09,6.25E-09,6.25E-09,0.029778181,0.081028313,6.25E-09,6.25E-09,6.25E-09,6.25E-09,0.061068629,6.25E-09,6.25E-09,6.25E-09,6.25E-09,6.25E-09,0.025097018,6.25E-09,6.25E-09,6.25E-09,0.002075276,6.25E-09,6.25E-09,6.25E-09
k62,PWY-6700: queuosine biosynthesis|g__Butyrivibrio.s__Butyrivibrio_crossotus,0.250492728,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,0.10706365,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,0.604670683,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,0.027931453,5.49E-08,5.49E-08,5.49E-08,0.00983863,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08,5.49E-08
k63,PWY-6700: queuosine biosynthesis|g__Bacteroides.s__Bacteroides_ovatus,0.03112011,0.049275684,3.09E-08,0.025611899,0.153998198,0.011647003,3.09E-08,3.09E-08,3.09E-08,3.09E-08,0.013736508,0.021794827,3.09E-08,3.09E-08,0.011376075,3.09E-08,3.09E-08,3.09E-08,3.09E-08,0.014005831,3.09E-08,3.09E-08,0.020723031,3.09E-08,3.09E-08,3.09E-08,3.09E-08,0.058197354,3.09E-08,0.011870575,3.09E-08,3.09E-08,3.09E-08,3.09E-08,3.09E-08,0.005884596,3.09E-08,3.09E-08,0.01847602,0.051250903,3.09E-08,3.09E-08,3.09E-08,3.09E-08,0.013099568,0.0725863,3.09E-08,0.009120482,0.010676837,0.013340859,0.279315565,3.09E-08,3.09E-08,3.09E-08,0.065426095,3.09E-08,0.03746463
k64,PWY-6700: queuosine biosynthesis|g__Klebsiella.s__Klebsiella_pneumoniae,0.013296323,1.74E-08,0.002119589,1.74E-08,1.74E-08,0.010281602,0.003159132,0.001692032,0.004108305,1.74E-08,0.021574386,0.031519355,0.013595652,1.74E-08,0.059263384,1.74E-08,1.74E-08,0.007846572,0.009045836,1.74E-08,0.132990375,0.001552667,0.087578754,1.74E-08,1.74E-08,0.088211513,1.74E-08,0.008096175,1.74E-08,0.061002149,1.74E-08,1.74E-08,1.74E-08,1.74E-08,1.74E-08,0.003553423,1.74E-08,1.74E-08,0.020877669,0.028210699,0.002589252,0.006019004,1.74E-08,0.004882759,1.74E-08,0.102198359,1.74E-08,1.74E-08,0.007059799,1.74E-08,0.028672532,0.022061934,0.073893637,0.004222302,0.005372918,0.133451478,1.74E-08
